CABANG;PROPINSI;NO ORDER;TANGGAL;SUMBER;SERIES;HARGA JUAL;DISKON;JENIS BAYAR
FKH PONTIANAK;KALIMANTANBARAT;BTDPNK220500039;13-May-22;OFFLINE;BEAT;19.980.000;0;KREDIT
FKH MANADO;SULAWESIUTARA;BTDMDO220500004;13-May-22;ONLINE;BEAT;20.100.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500035;13-May-22;OFFLINE;BEAT;20.235.000;0;KREDIT
FKH BONTANG SELATAN;KALIMANTANTIMUR;BTDBON220500004;13-May-22;OFFLINE;VARIO 160;28.440.000;0;KREDIT
FKH SIMPANG BRAYAN;SUMATERAUTARA;BTDSPB220500012;13-May-22;OFFLINE;SUPRAX125;20.060.000;0;KREDIT
FKH BENGKULU;BENGKULU;BTDBKL220500048;13-May-22;OFFLINE;SCOOPY;21.290.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500052;13-May-22;OFFLINE;SCOOPY;22.720.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500017;14-May-22;OFFLINE;BEAT;19.817.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500010;14-May-22;ONLINE;SCOOPY;23.120.000;0;KREDIT
FKH BENGKULU;BENGKULU;BTDBKL220500049;13-May-22;OFFLINE;REVO;15.660.000;0;KREDIT
FKH SANGGAU;KALIMANTANBARAT;BTDSGU220500011;14-May-22;OFFLINE;CRF150L;36.090.000;0;KREDIT
FKH MAKALE;SULAWESISELATAN;BTDMKL220500029;13-May-22;OFFLINE;CRF150L;35.679.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500022;13-May-22;OFFLINE;BEAT;18.550.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500036;13-May-22;OFFLINE;REVO;19.205.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500038;13-May-22;OFFLINE;GENIO;19.550.000;0;KREDIT
FKH LEMBUR SITU;JAWABARAT;BTDLBS220400015;14-May-22;OFFLINE;BEAT;18.500.000;0;KREDIT
FKH SANGGAU;KALIMANTANBARAT;BTDSGU220500020;13-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH SIDRAP;SULAWESISELATAN;BTDSDP220500003;14-May-22;OFFLINE;SCOOPY;22.920.000;0;KREDIT
FKHMAULAFA;NUSATENGGARATIMUR;BTDMLF220500010;13-May-22;OFFLINE;BEAT;20.221.000;0;KREDIT
FKH KOTA TENGAH;GORONTALO;BTDKOT220500015;14-May-22;OFFLINE;BEAT;20.700.000;0;KREDIT
FKH SINGKAWANG TENGAH;KALIMANTANBARAT;BTDSKT220500002;13-May-22;ONLINE;VARIO 125;23.700.000;0;KREDIT
FKH AMURANG;SULAWESIUTARA;BTDAMR220500012;13-May-22;OFFLINE;REVO;18.300.000;0;KREDIT
FKH SINGKAWANG;KALIMANTANBARAT;BTDSKW220500009;14-May-22;OFFLINE;SCOOPY;23.610.000;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500027;14-May-22;OFFLINE;SCOOPY;22.965.500;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500026;13-May-22;OFFLINE;BEAT;19.956.500;0;KREDIT
FKH PAREPARE;SULAWESISELATAN;BTDPRE220500006;13-May-22;ONLINE;SCOOPY;22.110.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500051;14-May-22;OFFLINE;GENIO;21.570.000;0;KREDIT
FKH SUKABUMI;JAWABARAT;BTDSKB220500040;13-May-22;OFFLINE;VARIO 125;23.050.000;0;KREDIT
FKH MARTAPURA;SUMATERASELATAN;BTDMTP220500012;13-May-22;OFFLINE;REVO;16.880.000;0;KREDIT
FKH SUKABUMI;JAWABARAT;BTDSKB220500078;14-May-22;OFFLINE;VARIO 125;22.125.000;0;KREDIT
FKH NANGA PINOH;KALIMANTANBARAT;BTDNPH220500038;14-May-22;OFFLINE;SUPRAX125;21.050.000;0;KREDIT
FKH KOTAMOBAGU;SULAWESIUTARA;BTDKMB220500023;13-May-22;OFFLINE;BEAT;19.200.000;0;KREDIT
FKH TOPOYO;SULAWESIBARAT;BTDTPY220500009;14-May-22;ONLINE;SUPRAX125;20.270.000;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500024;13-May-22;OFFLINE;VARIO 125;23.661.000;0;KREDIT
FKH NUNUKAN;KALIMANTANUTARA;BTDNUK220500025;14-May-22;OFFLINE;SCOOPY;23.030.000;0;KREDIT
FKH KOTA TIMUR;GORONTALO;BTDKTR220500012;17-May-22;OFFLINE;BEAT;20.600.000;0;KREDIT
FKH KOTAMOBAGU;SULAWESIUTARA;BTDKMB220500018;13-May-22;OFFLINE;BEAT;19.200.000;0;KREDIT
FKH BENGKULU;BENGKULU;BTDBKL220500009;13-May-22;OFFLINE;VARIO 125;22.380.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500033;14-May-22;OFFLINE;BEAT;20.925.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500031;13-May-22;OFFLINE;VARIO 160;28.440.000;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500021;14-May-22;OFFLINE;BEAT;19.956.500;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500019;13-May-22;OFFLINE;VARIO 125;24.451.000;0;KREDIT
FKH SUKABUMI;JAWABARAT;BTDSKB220500056;14-May-22;OFFLINE;BEAT;18.500.000;0;KREDIT
FKH MAKALE;SULAWESISELATAN;BTDMKL220500031;13-May-22;ONLINE;VARIO 160;29.250.000;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220500016;14-May-22;OFFLINE;CRF150L;36.480.000;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220500020;14-May-22;OFFLINE;BEAT;18.960.000;0;KREDIT
FKH TOBELO;MALUKUUTARA;BTDTBL220500026;13-May-22;OFFLINE;BEAT;21.510.000;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220500021;14-May-22;OFFLINE;GENIO;20.810.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500030;13-May-22;OFFLINE;BEAT;20.175.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500030;13-May-22;OFFLINE;GENIO;20.810.000;0;KREDIT
FKH TOBELO;MALUKUUTARA;BTDTBL220500021;13-May-22;OFFLINE;VARIO 160;28.600.000;0;KREDIT
FKH SEMANU;DAERAHISTIMEWAYOGYAK;BTDSNU220400002;13-May-22;OFFLINE;GENIO;19.515.000;0;KREDIT
FKH ANTANG;SULAWESISELATAN;BTDATG220500039;14-May-22;OFFLINE;SCOOPY;21.910.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500035;14-May-22;ONLINE;GENIO;21.570.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500033;13-May-22;OFFLINE;VARIO 160;30.820.000;0;KREDIT
FKH BANJARMASIN;KALIMANTANSELATAN;BTDBJM220500023;13-May-22;OFFLINE;VARIO 160;26.017.000;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500030;13-May-22;OFFLINE;SCOOPY;22.965.500;0;KREDIT
FKH BETUN;NUSATENGGARATIMUR;BTDBTN220500021;17-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH PRAYA;NUSATENGGARABARAT;BTDPRY220500007;14-May-22;OFFLINE;BEAT;19.090.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220400062;14-May-22;OFFLINE;VARIO 160;27.785.000;0;KREDIT
FKH SUKABUMI;JAWABARAT;BTDSKB220400152;14-May-22;OFFLINE;GENIO;19.400.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500032;13-May-22;OFFLINE;REVO;16.850.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500031;14-May-22;OFFLINE;CBR 150R;38.324.000;0;KREDIT
FKH MANADO;SULAWESIUTARA;BTDMDO220500020;14-May-22;OFFLINE;SONIC 150R;25.290.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220500051;17-May-22;OFFLINE;SCOOPY;22.970.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500027;13-May-22;OFFLINE;SUPRAX125;21.410.000;0;KREDIT
FKH BACAN;MALUKUUTARA;BTDBCN220500027;14-May-22;OFFLINE;REVO;18.130.000;0;KREDIT
FKH SAROLANGUN;JAMBI;BTDSRO220500018;13-May-22;OFFLINE;REVO;16.210.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500032;14-May-22;OFFLINE;BEAT;20.925.000;0;KREDIT
FKH SINTANG;KALIMANTANBARAT;BTDSTG220500032;13-May-22;OFFLINE;SCOOPY;23.610.000;0;KREDIT
FKH TAYAH HULU;KALIMANTANBARAT;BTDTYN220500016;13-May-22;OFFLINE;GENIO;19.970.000;0;KREDIT
FKH TOBELO;MALUKUUTARA;BTDTBL220500024;14-May-22;OFFLINE;VARIO 160;28.600.000;0;KREDIT
FKH KARAWANG BARAT;JAWABARAT;BTDKRB220500009;14-May-22;OFFLINE;CBR 150R;40.100.000;0;KREDIT
FKH SUNGAI LIAT;KEPULAUANBANGKABELIT;BTDSNL220500024;14-May-22;OFFLINE;BEAT;19.857.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500034;14-May-22;OFFLINE;BEAT;19.484.000;0;KREDIT
FKH TOBELO;MALUKUUTARA;BTDTBL220500029;13-May-22;OFFLINE;REVO;19.940.000;0;KREDIT
FKH PADANG SAPPA;SULAWESISELATAN;BTDPDS220500001;17-May-22;OFFLINE;SCOOPY;22.210.000;0;KREDIT
FKH SEI RAYA;KALIMANTANBARAT;BTDSEI220500023;14-May-22;OFFLINE;PCX160;32.700.000;0;KREDIT
FKH DENPASAR;BALI;BTDDPR220500042;17-May-22;OFFLINE;SCOOPY;21.940.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500029;13-May-22;OFFLINE;SCOOPY;23.020.000;0;KREDIT
FKH KOTA TIMUR;GORONTALO;BTDKTR220500021;17-May-22;OFFLINE;SCOOPY;22.320.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500034;13-May-22;OFFLINE;BEAT;18.960.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220500037;14-May-22;OFFLINE;REVO;14.470.000;0;KREDIT
FKH PANGKAL PINANG;KEPULAUANBANGKABELIT;BTDPGK220500028;14-May-22;OFFLINE;GENIO;20.658.000;0;KREDIT
FKH ENDE;NUSATENGGARATIMUR;BTDNDE220500012;13-May-22;OFFLINE;VARIO 125;24.132.500;0;KREDIT
FKH LOA JANAN ILIR(DLR)1;KALIMANTANTIMUR;BTDLJI220400089;14-May-22;OFFLINE;BEAT;19.630.000;0;KREDIT
FKH SEI RAYA;KALIMANTANBARAT;BTDSEI220500025;14-May-22;OFFLINE;SCOOPY;22.875.000;0;KREDIT
FKH PAGAR ALAM;SUMATERASELATAN;BTDPGA220500024;13-May-22;OFFLINE;BEAT;20.305.000;0;KREDIT
FKH TAYAH HULU;KALIMANTANBARAT;BTDTYN220500004;13-May-22;OFFLINE;VARIO 160;28.130.000;0;KREDIT
FKH PAGAR ALAM;SUMATERASELATAN;BTDPGA220500023;13-May-22;OFFLINE;BEAT;19.525.000;0;KREDIT
FKH MAMUJU;SULAWESIBARAT;BTDMMJ220500013;13-May-22;ONLINE;SCOOPY;23.120.000;0;KREDIT
FKH SILAT HILIR;KALIMANTANBARAT;BTDSLH220500001;14-May-22;OFFLINE;REVO;17.180.000;0;KREDIT
FKH MAMUJU;SULAWESIBARAT;BTDMMJ220500014;14-May-22;OFFLINE;BEAT;19.780.000;0;KREDIT
FKH BACAN;MALUKUUTARA;BTDBCN220500028;14-May-22;OFFLINE;REVO;18.130.000;0;KREDIT
FKH NANGA PINOH;KALIMANTANBARAT;BTDNPH220500033;14-May-22;OFFLINE;SUPRAX125;21.050.000;0;KREDIT
FKH PAREPARE;SULAWESISELATAN;BTDPRE220500022;14-May-22;OFFLINE;REVO;16.490.000;0;KREDIT
FKH KALUKKU;SULAWESIBARAT;BTDKKU220500007;14-May-22;OFFLINE;GENIO;19.970.000;0;KREDIT
FKH SUNGAI LIAT;KEPULAUANBANGKABELIT;BTDSNL220500026;14-May-22;ONLINE;BEAT;19.857.000;0;KREDIT
FKH PAGAR ALAM;SUMATERASELATAN;BTDPGA220500021;13-May-22;OFFLINE;BEAT;19.525.000;0;KREDIT
FKH NEGARA;BALI;BTDNGR220500016;14-May-22;OFFLINE;GENIO;19.140.000;0;KREDIT
FKH BANGLI;BALI;BTDBGL220500022;14-May-22;OFFLINE;BEAT;18.580.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220500058;14-May-22;OFFLINE;REVO;16.600.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500012;14-May-22;OFFLINE;GENIO;21.150.000;0;KREDIT
FKH MARTAPURA;SUMATERASELATAN;BTDMTP220500013;13-May-22;OFFLINE;BEAT;20.165.000;0;KREDIT
FKH SOE;NUSATENGGARATIMUR;BTDSOE220500015;14-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500011;14-May-22;OFFLINE;PCX160;36.655.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220400225;14-May-22;OFFLINE;PCX160;31.894.000;0;KREDIT
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500008;14-May-22;OFFLINE;GENIO;20.630.000;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500022;14-May-22;OFFLINE;GENIO;21.895.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500009;14-May-22;ONLINE;CRF150L;35.780.000;0;KREDIT
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220300080;14-May-22;OFFLINE;SCOOPY;23.500.000;0;KREDIT
FKH MALINAU;KALIMANTANUTARA;BTDMLU220500020;14-May-22;OFFLINE;SONIC 150R;25.880.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220400093;14-May-22;OFFLINE;BEAT;19.770.000;0;KREDIT
FKH ILIR BARAT I;SUMATERASELATAN;BTDILB220500018;14-May-22;OFFLINE;PCX160;32.190.000;0;KREDIT
FKH DENPASAR;BALI;BTDDPR220500043;14-May-22;OFFLINE;SCOOPY;22.880.000;0;KREDIT
FKH NUNUKAN;KALIMANTANUTARA;BTDNUK220500028;14-May-22;OFFLINE;SCOOPY;23.030.000;0;KREDIT
FKH TANGERANG;BANTEN;BTDTGR220500041;14-May-22;OFFLINE;GENIO;18.695.000;0;KREDIT
FKH WAINGAPU;NUSATENGGARATIMUR;BTDWGP220500010;14-May-22;OFFLINE;BEAT;20.254.000;0;KREDIT
FKH DENPASAR;BALI;BTDDPR220500046;14-May-22;OFFLINE;VARIO 160;29.300.000;0;KREDIT
FKH FKHC KARAWACI;BANTEN;BTDKWC220500014;17-May-22;OFFLINE;VARIO 125;22.735.000;0;KREDIT
FKH TANJUNG PANDAN;KEPULAUANBANGKABELIT;BTDTJP220500023;14-May-22;OFFLINE;BEAT;20.925.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500030;14-May-22;OFFLINE;BEAT;19.770.000;0;KREDIT
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500026;14-May-22;OFFLINE;PCX160;38.397.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500033;14-May-22;OFFLINE;SCOOPY;23.673.000;0;KREDIT
FKH KELAPA DUA 2;BANTEN;BTDKLP220400003;17-May-22;OFFLINE;PCX160;31.894.000;0;KREDIT
FKH SOE;NUSATENGGARATIMUR;BTDSOE220400018;14-May-22;OFFLINE;SCOOPY;23.673.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220400111;17-May-22;OFFLINE;SCOOPY;22.160.000;0;KREDIT
FKH SOE;NUSATENGGARATIMUR;BTDSOE220500020;14-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500014;17-May-22;OFFLINE;SCOOPY;24.570.000;0;KREDIT
FKH KOTAMOBAGU;SULAWESIUTARA;BTDKMB220500012;14-May-22;OFFLINE;REVO;16.820.000;0;KREDIT
FKH WAINGAPU;NUSATENGGARATIMUR;BTDWGP220500009;14-May-22;OFFLINE;SCOOPY;22.965.500;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220500024;17-May-22;OFFLINE;SCOOPY;22.970.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220400204;14-May-22;OFFLINE;SCOOPY;23.150.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220400162;17-May-22;OFFLINE;SCOOPY;22.160.000;0;KREDIT
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500031;14-May-22;OFFLINE;BEAT;18.960.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220400115;18-May-22;OFFLINE;SCOOPY;22.160.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220500013;17-May-22;OFFLINE;VARIO 160;27.800.000;0;KREDIT
FKH BONE;SULAWESISELATAN;BTDBNE220400092;18-May-22;OFFLINE;SCOOPY;22.160.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500018;14-May-22;OFFLINE;SCOOPY;23.150.000;0;KREDIT
FKH SOE;NUSATENGGARATIMUR;BTDSOE220500022;14-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500022;14-May-22;ONLINE;VARIO 160;25.992.000;0;KREDIT
FKH SLIPI;DKIJAKARTA;BTDSLP220500063;18-May-22;OFFLINE;BEAT;18.441.000;0;KREDIT
FKH RANTEPAO;SULAWESISELATAN;BTDRTP220500005;14-May-22;ONLINE;CRF150L;35.679.000;0;KREDIT
FKH MAKALE;SULAWESISELATAN;BTDMKL220500032;14-May-22;ONLINE;SCOOPY;23.020.000;0;KREDIT
FKH BINTUHAN;BENGKULU;BTDBTH220500008;14-May-22;OFFLINE;BEAT;18.530.000;0;KREDIT
FKH KOTA TENGAH;GORONTALO;BTDKOT220500013;14-May-22;OFFLINE;BEAT;20.600.000;0;KREDIT
FKH JAMBI;JAMBI;BTDJMB220500042;14-May-22;OFFLINE;REVO;14.470.000;0;KREDIT
FKH KEPULAUAN SULA;MALUKUUTARA;BTDKKS220500004;14-May-22;OFFLINE;VARIO 160;32.935.000;0;KREDIT
FKH TERNATE;MALUKUUTARA;BTDTTE220500064;14-May-22;ONLINE;SCOOPY;23.150.000;0;KREDIT
FKH KUPANG;NUSATENGGARATIMUR;BTDKPG220500027;14-May-22;OFFLINE;REVO;17.370.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220400089;14-May-22;OFFLINE;SCOOPY;23.673.000;0;KREDIT
FKH DENPASAR;BALI;BTDDPR220500057;14-May-22;OFFLINE;BEAT;17.910.000;0;KREDIT
FKH TERNATE UTARA;MALUKUUTARA;BTDTTU220500013;14-May-22;OFFLINE;SCOOPY;23.150.000;0;KREDIT
FKH KOTAMOBAGU;SULAWESIUTARA;BTDKMB220500020;14-May-22;OFFLINE;BEAT;19.200.000;0;KREDIT
FKH GORONTALO;GORONTALO;BTDGTO220500026;14-May-22;OFFLINE;BEAT;20.600.000;0;KREDIT
FKH KLUNGKUNG;BALI;BTDKLG220500023;14-May-22;OFFLINE;SCOOPY;22.880.000;0;KREDIT
FKH MANGKUTANA;SULAWESISELATAN;BTDMKT220500002;14-May-22;OFFLINE;SCOOPY;22.210.000;0;KREDIT
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500032;14-May-22;OFFLINE;SCOOPY;22.965.500;0;KREDIT
FKH KLUNGKUNG;BALI;BTDKLG220500024;14-May-22;OFFLINE;SCOOPY;22.740.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500011;14-May-22;ONLINE;SCOOPY;23.120.000;0;KREDIT
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500030;14-May-22;OFFLINE;BEAT;20.235.000;0;KREDIT
FKH MAKALE;SULAWESISELATAN;BTDMKL220500028;14-May-22;ONLINE;CRF150L;35.679.000;0;KREDIT
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500012;14-May-22;ONLINE;SCOOPY;23.120.000;0;KREDIT
FKH KALUKKU;SULAWESIBARAT;BTDKKU220500004;14-May-22;ONLINE;SCOOPY;22.310.000;0;KREDIT
FKH PUTUSSIBAU;KALIMANTANBARAT;BTDPSU220500020;14-May-22;OFFLINE;REVO;18.690.000;0;KREDIT
FKH SAMARINDA;KALIMANTANTIMUR;BTDSRI220400059;14-May-22;OFFLINE;SCOOPY;23.020.000;0;KREDIT
FKH PONTIANAK;KALIMANTANBARAT;BTD220400000007;14-May-22;ONLINE;SCOOPY;23.260.000;0;KREDIT
FKH NANGA PINOH;KALIMANTANBARAT;BTDNPH220500037;14-May-22;OFFLINE;CRF150L;36.090.000;0;KREDIT
FKH PALOPO;SULAWESISELATAN;BTDPLP220500037;14-May-22;OFFLINE;SCOOPY;23.020.000;0;KREDIT
FKH MEDAN TIMUR;SUMATERAUTARA;BTDMDP220500007;14-May-22;OFFLINE;GENIO;19.080.000;0;KREDIT
FKH PUTUSSIBAU;KALIMANTANBARAT;BTDPSU220500022;14-May-22;OFFLINE;SCOOPY;23.610.000;0;KREDIT
FKH MAKASSAR;SULAWESISELATAN;BTDMKS220500067;14-May-22;OFFLINE;SCOOPY;22.720.000;0;KREDIT
FKH KOLAKA;SULAWESITENGGARA;BTDKLK220400037;17-May-22;OFFLINE;CRF150L;36.320.000;0;KREDIT
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500026;14-May-22;OFFLINE;BEAT;20.114.000;0;KREDIT
FKH TAYAH HULU;KALIMANTANBARAT;BTDTYN220500015;14-May-22;OFFLINE;SCOOPY;23.610.000;0;KREDIT
FKH BATU LAYAR;NUSATENGGARABARAT;BTDBLY220500007;17-May-22;OFFLINE;BEAT;19.170.000;0;KREDIT
FKH SOE;NUSATENGGARATIMUR;BTDSOE220500023;14-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH MANADO;SULAWESIUTARA;BTDMDO220500031;14-May-22;ONLINE;BEAT;20.100.000;0;KREDIT
FKH NANGA PINOH;KALIMANTANBARAT;BTDNPH220500041;14-May-22;OFFLINE;SUPRAX125;21.050.000;0;KREDIT
FKH WAJO;SULAWESISELATAN;BTDWJO220500021;14-May-22;OFFLINE;SCOOPY;21.910.000;0;KREDIT
FKH FKHC PONDOK KELAPA;BENGKULU;BTDPDK220500017;17-May-22;OFFLINE;REVO;15.660.000;0;KREDIT
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500028;14-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH BINTUHAN;BENGKULU;BTDBTH220400040;14-May-22;OFFLINE;SCOOPY;21.290.000;0;KREDIT
FKH KOTA BARU;JAMBI;BTDKRU220500010;14-May-22;OFFLINE;REVO;16.210.000;0;KREDIT
FKH BINTUHAN;BENGKULU;BTDBTH220500004;14-May-22;OFFLINE;SCOOPY;22.100.000;0;KREDIT
FKH SUKABUMI;JAWABARAT;BTDSKB220500077;14-May-22;OFFLINE;VARIO 160;26.450.000;0;KREDIT
FKH SAMARINDA;KALIMANTANTIMUR;BTDSRI220500027;14-May-22;OFFLINE;VARIO 160;28.440.000;0;KREDIT
FKH PALEMBANG;SUMATERASELATAN;BTDPLM220500012;14-May-22;OFFLINE;VARIO 160;30.090.000;0;KREDIT
FKH PALEMBANG;SUMATERASELATAN;BTDPLM220500029;17-May-22;ONLINE;REVO;18.070.000;0;KREDIT
FKH BETUN;NUSATENGGARATIMUR;BTDBTN220500013;17-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH PALEMBANG;SUMATERASELATAN;BTDPLM220500032;14-May-22;OFFLINE;BEAT;19.665.000;0;KREDIT
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500005;17-May-22;OFFLINE;REVO;15.910.000;0;KREDIT
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500006;17-May-22;OFFLINE;REVO;15.910.000;0;KREDIT
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500007;17-May-22;OFFLINE;REVO;15.910.000;0;KREDIT
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500008;17-May-22;OFFLINE;CB150X;32.930.000;0;KREDIT
FKH BETUN;NUSATENGGARATIMUR;BTDBTN220500023;17-May-22;OFFLINE;REVO;17.490.000;0;KREDIT
FKH NANGA PINOH;KALIMANTANBARAT;BTDNPH220400105;14-May-22;OFFLINE;VARIO 125;23.700.000;0;KREDIT
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500036;14-May-22;OFFLINE;VARIO 160;28.440.000;0;KREDIT
FKH SINGKAWANG TENGAH;KALIMANTANBARAT;BTDSKT220500003;14-May-22;OFFLINE;VARIO 160;30.180.000;0;KREDIT
FKH TELUK BETUNG UTARA;LAMPUNG;BTDTBU220500002;14-May-22;OFFLINE;VARIO 160;26.948.000;0;KREDIT
FKH NANGA PINOH;KALIMANTANBARAT;BTDNPH220500042;14-May-22;OFFLINE;BEAT;20.480.000;0;KREDIT
FKH TOBELO;MALUKUUTARA;BTDTBL220500027;14-May-22;OFFLINE;VARIO 160;31.320.000;0;KREDIT
FKH SEI RAYA;KALIMANTANBARAT;BTDSEI220500027;17-May-22;OFFLINE;SCOOPY;23.260.000;0;KREDIT
FKH TELUK BETUNG UTARA;LAMPUNG;BTDTBU220500005;14-May-22;OFFLINE;VARIO 160;26.948.000;0;KREDIT
FKHC DUA BOCCOE;SULAWESISELATAN;BTDDBO220500001;18-May-22;OFFLINE;CRF150L;35.580.000;0;KREDIT
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500020;14-May-22;OFFLINE;SUPRAX125;20.890.000;0;KREDIT
FKH TAYAH HULU;KALIMANTANBARAT;BTDTYN220500017;14-May-22;OFFLINE;SCOOPY;23.610.000;0;KREDIT
FKH KARAWANG;JAWABARAT;BTDKRW220500056;14-May-22;OFFLINE;VARIO 125;22.175.000;0;KREDIT
FKH BINTUHAN;BENGKULU;BTDBTH220500015;14-May-22;OFFLINE;BEAT;18.530.000;0;KREDIT
FKH PONTIANAK BARAT;KALIMANTANBARAT;BTDPNK220500046;17-May-22;OFFLINE;VARIO 125;23.350.000;0;KREDIT
FKH UNAHA;SULAWESITENGGARA;BTDUNH220400090;17-May-22;OFFLINE;CRF150L;36.910.000;0;KREDIT
FKH TELUK JAMBE;JAWABARAT;BTDTLJ220500006;14-May-22;OFFLINE;BEAT;18.550.000;0;KREDIT
FKH PUTUSSIBAU;KALIMANTANBARAT;BTDPSU220500021;14-May-22;OFFLINE;CB150R;31.530.000;0;KREDIT
FKH KOTA TENGAH;GORONTALO;BTDKOT220500019;17-May-22;OFFLINE;BEAT;20.700.000;0;KREDIT
